id,age,name,club,nationality,position,preferred_foot,release_clause,value,wage
240697,20,S. Baptiste,Oxford United,England,CM,Right,451000.0,190000.0,1000.0
246329,19,M. El Idrissy,AC Ajaccio,France,ST,Right,451000.0,190000.0,1000.0
232251,21,C. Goddard,Benevento,Japan,CAM,Left,423000.0,190000.0,1000.0
239931,20,B. Leiva,Universidad Católica,Chile,LW,Left,224000.0,140000.0,1000.0
222524,22,R. Kamber,Grasshopper Club Zürich,Switzerland,ST,Right,248000.0,150000.0,2000.0
244796,18,M. Valenta,SK Slavia Praha,Czech Republic,CM,Right,509000.0,180000.0,1000.0
226109,22,T. Forbes,Newport County,England,RWB,Right,254000.0,130000.0,1000.0
242497,19,K. Lara,Curicó Unido,Chile,LB,Left,336000.0,170000.0,1000.0
241988,22,A. Baun,Hobro IK,Denmark,RM,Right,174000.0,120000.0,1000.0
243012,18,B. Niezgoda,Jagiellonia Białystok,Poland,GK,Right,296000.0,150000.0,1000.0
243269,16,A. Doğan,Kayserispor,Turkey,CB,Right,420000.0,160000.0,1000.0
244293,18,A. Payne,Norwich City,England,CM,Right,455000.0,180000.0,2000.0
245061,18,J. López,Racing Club,Argentina,CM,Right,365000.0,180000.0,1000.0
232518,22,M. Matic,Grasshopper Club Zürich,Switzerland,GK,Right,198000.0,120000.0,1000.0
222279,25,Chang Feiya,Guangzhou R&F; FC,China PR,ST,Left,245000.0,110000.0,2000.0
240967,18,J. Kayode,Rotherham United,Nigeria,ST,Right,446000.0,180000.0,3000.0
242759,19,A. Arigoni,Grasshopper Club Zürich,Switzerland,LB,Right,182000.0,110000.0,1000.0
240968,18,R. McGinley,Rotherham United,Northern Ireland,LM,Right,396000.0,160000.0,2000.0
242251,20,T. Amos,IFK Göteborg,Sweden,GK,Right,263000.0,140000.0,1000.0
245067,18,Y. Taki,Shimizu S-Pulse,Japan,CM,Right,338000.0,180000.0,1000.0
242509,21,D. Błanik,Pogoń Szczecin,Poland,RM,Right,217000.0,140000.0,1000.0
245069,18,Y. Nishimura,Shimizu S-Pulse,Japan,CM,Right,174000.0,120000.0,1000.0
240462,19,M. Howarth,Burnley,England,CM,Right,294000.0,140000.0,3000.0
244814,21,S. Mann,TSV Hartberg,Austria,CM,Right,264000.0,160000.0,1000.0
242262,22,M. Karlsson,Örebro SK,Sweden,GK,Right,131000.0,90000.0,1000.0
242774,18,Y. Oki,Kashima Antlers,Japan,GK,Right,289000.0,150000.0,1000.0
225367,22,R. Swan,Bohemian FC,Republic of Ireland,ST,Right,210000.0,120000.0,1000.0
233815,21,D. Noone,Bray Wanderers,Republic of Ireland,CAM,Right,245000.0,140000.0,1000.0
222297,28,Wang Liang,Dalian YiFang FC,China PR,RB,Right,151000.0,70000.0,2000.0
245849,17,M. Ross Jensen,Aalborg BK,Denmark,CB,Right,300000.0,160000.0,1000.0
234842,19,F. Kraft,VfL Bochum 1848,Germany,GK,Right,356000.0,160000.0,1000.0
244314,18,A. Bonnah,IF Brommapojkarna,Sweden,CM,Right,189000.0,130000.0,1000.0
209244,24,M. Barker,Bohemian FC,Republic of Ireland,RB,Right,146000.0,90000.0,1000.0
240732,19,O. Bayode,Burnley,England,RM,Right,273000.0,130000.0,3000.0
245341,16,C. Bassett,Colorado Rapids,United States,CDM,Right,441000.0,180000.0,1000.0
245597,18,Víctor Gómez,RCD Espanyol,Spain,LB,Left,436000.0,160000.0,1000.0
240990,20,B. Berríos,Colo-Colo,Chile,CM,Right,385000.0,190000.0,1000.0
242782,22,N. Logue,Derry City,Northern Ireland,CB,Left,193000.0,110000.0,1000.0
182366,29,D. Dennehy,Limerick FC,Republic of Ireland,RCB,Left,109000.0,70000.0,1000.0
199008,29,S. Harding,Bray Wanderers,Republic of Ireland,RWB,Right,109000.0,70000.0,1000.0
231520,19,K. Sibille,River Plate,Argentina,CB,Right,344000.0,170000.0,1000.0
233824,20,C. Oxlade-Chamberlain,Notts County,England,RB,Right,428000.0,180000.0,2000.0
243041,18,J. Guttau,Hallescher FC,Germany,CAM,Right,374000.0,180000.0,1000.0
138083,34,N. Hunt,Crewe Alexandra,England,RB,Right,53000.0,30000.0,3000.0
245603,18,E. Çetindere,Sivasspor,Turkey,CDM,Right,540000.0,180000.0,1000.0
234084,25,Jang Eun Gyu,Sangju Sangmu FC,Korea Republic,CM,Right,146000.0,110000.0,1000.0
245604,19,F. Durmuş,Sivasspor,Turkey,CM,Right,499000.0,190000.0,1000.0
243301,22,R. Lopez-Espin,Real Salt Lake,United States,ST,Right,238000.0,140000.0,1000.0
228198,26,J. Singh,,India,,Right,,0.0,0.0
225127,21,K. Davies,Notts County,Wales,CB,Right,,140000.0,3000.0
235624,22,Y. Aguila,Club Deportes Temuco,Chile,LB,Left,171000.0,110000.0,1000.0
237928,18,J. Romo,CD Palestino,Chile,ST,Right,356000.0,180000.0,1000.0
242537,18,A. Troffa,GFC Ajaccio,France,CM,Right,380000.0,160000.0,1000.0
245356,21,F. Darisi,Al Ahli,Saudi Arabia,CB,Right,266000.0,140000.0,3000.0
235375,23,A. Quintana,Atlético Huila,Colombia,GK,Right,155000.0,100000.0,1000.0
237935,17,K. Klaesson,Vålerenga Fotball,Norway,GK,Left,263000.0,140000.0,1000.0
238447,19,H. Ishikawa,Sagan Tosu,Japan,CM,Right,189000.0,130000.0,1000.0
245359,20,C. Moreno,CD Everton de Viña del Mar,Mexico,GK,Right,155000.0,100000.0,1000.0
233328,23,E. Selen,Yeni Malatyaspor,Turkey,GK,Right,198000.0,90000.0,1000.0
232818,19,M. Hernández,Club Atlético Colón,Argentina,CM,Right,404000.0,190000.0,1000.0
245874,19,A. Sevestre,US Orléans Loiret Football,France,GK,Right,309000.0,130000.0,1000.0
230771,19,L. Dunne,Colchester United,Republic of Ireland,CAM,Left,451000.0,190000.0,1000.0
243827,18,L. Cass,Newcastle United,England,RB,Right,404000.0,160000.0,2000.0
235124,20,S. Jurado,Tiburones Rojos de Veracruz,Mexico,GK,Right,364000.0,160000.0,1000.0
232565,27,G. Kawanami,Vegalta Sendai,Japan,GK,Right,93000.0,70000.0,1000.0
232821,24,D. Araki,Júbilo Iwata,Japan,CM,Right,146000.0,110000.0,1000.0
232822,21,R. Uehara,Júbilo Iwata,Japan,RCM,Right,218000.0,150000.0,1000.0
239222,19,J. Grayson,Blackburn Rovers,England,CB,Left,429000.0,170000.0,2000.0
226423,20,N. Gartside,Derry City,Northern Ireland,GK,Right,228000.0,130000.0,1000.0
235383,24,R. Piscitelli,Carpi,Italy,GK,Left,130000.0,80000.0,1000.0
244599,18,H. Guenouche,FC Zürich,France,LB,Left,332000.0,160000.0,1000.0
244858,17,N. Hahn,FK Austria Wien,Austria,CDM,Right,441000.0,180000.0,1000.0
244093,21,E. Küc,FC Würzburger Kickers,Germany,CAM,Right,231000.0,140000.0,1000.0
244861,18,J. Galić,SV Darmstadt 98,Germany,GK,Right,334000.0,150000.0,1000.0
230014,20,E. Iandolo,Swindon Town,England,LB,Right,254000.0,130000.0,2000.0
235650,21,B. Doherty,Derry City,Republic of Ireland,LB,Left,326000.0,150000.0,1000.0
242566,23,K. Yamaguchi,Shonan Bellmare,Japan,CF,Right,174000.0,120000.0,1000.0
242568,19,H. Ishihara,Shonan Bellmare,Japan,LM,Right,356000.0,190000.0,1000.0
242057,18,W. Scott,Perth Glory,Australia,LB,Right,263000.0,140000.0,1000.0
245387,18,H. Offia,IK Sirius,Nigeria,LM,Right,203000.0,140000.0,1000.0
243341,23,R. Yañez,CD O'Higgins,Chile,GK,Right,171000.0,110000.0,1000.0
243342,18,K. Ward,Mansfield Town,England,CM,Right,428000.0,180000.0,1000.0
245135,17,G. Rogers,Yeovil Town,England,RM,Left,428000.0,180000.0,1000.0
237201,24,K. McIntosh,Portland Timbers,United States,GK,Right,153000.0,90000.0,1000.0
238993,19,W. Graham,Kilmarnock,Scotland,ST,Right,451000.0,190000.0,1000.0
242321,18,M. Henvey,Dundee FC,Scotland,ST,Right,428000.0,180000.0,1000.0
238482,22,L. Gray,Carlisle United,Wales,GK,Right,215000.0,110000.0,1000.0
227219,20,E. Suliman,FC Emmen,England,CB,Right,,140000.0,2000.0
225940,19,K. Mellado,Deportes Iquique,Chile,ST,Right,375000.0,190000.0,1000.0
229268,20,F. Tägtström,GIF Sundsvall,Sweden,CB,Right,174000.0,120000.0,1000.0
243860,18,J. Kronig,BSC Young Boys,Switzerland,CB,Left,475000.0,180000.0,1000.0
242325,21,M. Edjouma,FC Lorient,France,CDM,Right,234000.0,120000.0,1000.0
240537,22,L. Wackerle,SKN St. Pölten,Austria,GK,Right,149000.0,90000.0,1000.0
242585,23,T. Shibuya,Nagoya Grampus,Japan,GK,Right,119000.0,90000.0,1000.0
243353,16,B. Mumba,Sunderland,England,CM,Right,523000.0,190000.0,1000.0
210330,24,A. Addai,Cheltenham Town,England,ST,Right,219000.0,130000.0,2000.0
242074,16,R. Gómez,Belgrano de Córdoba,Argentina,RM,Right,466000.0,190000.0,1000.0
222108,23,A. Gilchrist,Derry City,Scotland,LCB,Left,210000.0,120000.0,1000.0
243356,20,V. Reitstetter,FC Carl Zeiss Jena,Germany,CB,Right,311000.0,150000.0,1000.0
235421,18,B. Ozegovic,SCR Altach,Austria,GK,Right,182000.0,110000.0,1000.0
244637,22,M. Orozco,Querétaro,Mexico,RB,Right,228000.0,120000.0,1000.0
239007,17,S. Bakan,Göztepe SK,Turkey,LM,Left,473000.0,180000.0,2000.0
240543,21,M. Leverbe,Sampdoria,France,CB,Right,209000.0,110000.0,3000.0
236706,18,P. Almqvist,IFK Norrköping,Sweden,LW,Right,338000.0,180000.0,1000.0
243106,27,Wang Chu,Beijing Renhe FC,China PR,CAM,Right,194000.0,90000.0,2000.0
244386,18,M. Prinz,SC Preußen Münster,Germany,GK,Right,311000.0,150000.0,1000.0
241573,19,M. García,Once Caldas,Colombia,ST,Right,202000.0,130000.0,1000.0
244645,20,P. Pellegrino,Cosenza,Italy,GK,Left,175000.0,100000.0,1000.0
245414,18,R. Al Otaibi,Al Wehda,Saudi Arabia,RB,Right,372000.0,160000.0,1000.0
230055,21,N. Hämäläinen,Queens Park Rangers,Finland,LB,Left,252000.0,120000.0,1000.0
240553,23,A. Kapp,Minnesota United FC,United States,GK,Right,170000.0,100000.0,1000.0
241577,18,L. Shabani,Malmö FF,Albania,LM,Right,347000.0,180000.0,1000.0
244905,21,B. Castrejón,Pachuca,Mexico,LB,Left,228000.0,120000.0,3000.0
244651,18,A. Kawai,Sanfrecce Hiroshima,Japan,LB,Left,263000.0,140000.0,1000.0
234412,23,A. Nadesan,Carlisle United,England,RS,Right,,120000.0,1000.0
237228,19,A. Rodriguez,Universidad de Chile,Chile,CB,Right,344000.0,170000.0,1000.0
245164,21,V. Kaith,,India,GK,Right,,0.0,0.0
244914,22,S. Daly-Bütz,Cork City,Republic of Ireland,RM,Right,228000.0,130000.0,1000.0
242867,19,A. Gudjónsson,Strømsgodset IF,Norway,CB,Right,319000.0,170000.0,1000.0
245171,16,H. Andersson,Örebro SK,Sweden,CB,Right,300000.0,160000.0,1000.0
246195,18,C. Elliot,Wellington Phoenix,New Zealand,CAM,Right,338000.0,180000.0,1000.0
246451,19,V. Triboulet,AS Nancy Lorraine,France,ST,Right,475000.0,190000.0,1000.0
244916,19,A. Zaizen,FC Wacker Innsbruck,Japan,CAM,Right,248000.0,150000.0,1000.0
222901,23,C. López,Itagüí Leones FC,Colombia,GK,Right,171000.0,110000.0,1000.0
230069,19,A. Kigbu,Wolfsberger AC,England,CB,Left,353000.0,170000.0,1000.0
181685,29,S. Tracy,Limerick FC,Republic of Ireland,LB,Left,109000.0,70000.0,1000.0
236470,21,C. Sepúlveda,Jaguares de Córdoba,Colombia,CDM,Right,217000.0,140000.0,1000.0
240822,21,S. Martin,Hamilton Academical FC,Scotland,LDM,Right,451000.0,190000.0,1000.0
237751,37,Y. Nishibe,Shimizu S-Pulse,Japan,GK,Right,13000.0,10000.0,1000.0
242872,29,Liu Le,Chongqing Dangdai Lifan FC SWM Team,China PR,LB,Left,151000.0,70000.0,1000.0
239801,19,R. Clampin,Colchester United,England,LB,Left,404000.0,170000.0,1000.0
245945,18,L. Hlabi,Gillingham,England,ST,Right,183000.0,100000.0,1000.0
229306,22,L. O'Reilly,Carlisle United,England,GK,Right,195000.0,100000.0,1000.0
232634,20,H. Noda,Gamba Osaka,Japan,CB,Right,338000.0,180000.0,1000.0
243131,26,K. Taimi,,Finland,RB,Right,,0.0,0.0
245435,23,R. Al Najjar,Al Ittihad,Saudi Arabia,GK,Right,171000.0,90000.0,3000.0
242877,20,Liu Yue,Tianjin Quanjian FC,China PR,LM,Right,329000.0,140000.0,2000.0
232638,20,A. Takagi,Gamba Osaka,Japan,ST,Right,218000.0,150000.0,2000.0
241087,20,P. Bahanack,Stade de Reims,Cameroon,CB,Left,264000.0,120000.0,2000.0
243136,18,M. Leiva,CD Everton de Viña del Mar,Chile,ST,Right,356000.0,180000.0,1000.0
244928,18,A. Hodžić,Wolfsberger AC,Austria,ST,Right,332000.0,160000.0,1000.0
243905,17,R. Mantel,Sporting Lokeren,Belgium,GK,Right,298000.0,140000.0,1000.0
242114,18,I. Mahnashi,Ettifaq FC,Saudi Arabia,CM,Right,410000.0,180000.0,2000.0
220611,23,J. Hamon,Exeter City,England,GK,Right,176000.0,90000.0,1000.0
240323,19,J. Earing,Bolton Wanderers,England,CM,Right,480000.0,190000.0,1000.0
242115,25,M. Kamissoko,FC Lorient,France,CB,Right,183000.0,100000.0,1000.0
244165,20,O. Nowak,Zagłębie Lubin,Poland,ST,Right,217000.0,140000.0,1000.0
244933,18,J. Alvarado,Monterrey,Mexico,ST,Right,419000.0,180000.0,3000.0
240838,17,B. Wade,Rochdale,England,GK,Right,440000.0,160000.0,1000.0
228040,22,Mai Jiajian,Guangzhou R&F; FC,China PR,LM,Right,282000.0,120000.0,2000.0
240330,21,H. Hawsawi,Al Fayha,Saudi Arabia,GK,Right,222000.0,120000.0,1000.0
245706,19,J. Montoya,Itagüí Leones FC,Colombia,GK,Right,316000.0,160000.0,1000.0
225740,22,Dong YanFeng,Dalian YiFang FC,China PR,RB,Right,235000.0,100000.0,1000.0
243916,18,M. Said,Empoli,Sweden,ST,Left,560000.0,200000.0,1000.0
245453,18,G. Arib,Valenciennes FC,France,CDM,Right,380000.0,160000.0,1000.0
244430,21,T. Mohr,Holstein Kiel,Germany,CB,Right,193000.0,110000.0,1000.0
228049,21,Sun Ya,Tianjin TEDA FC,China PR,RM,Right,329000.0,140000.0,2000.0
243921,20,J. Łabojko,Śląsk Wrocław,Poland,CDM,Right,186000.0,120000.0,1000.0
244177,19,D. Camara Bos,FC Emmen,Netherlands,RB,Right,311000.0,150000.0,1000.0
244689,27,J. Saki,AS Béziers,France,CM,Left,158000.0,90000.0,1000.0
243154,17,A. Benedyczak,Pogoń Szczecin,Poland,ST,Right,356000.0,180000.0,1000.0
233683,21,Li Chen,Beijing Renhe FC,China PR,GK,Right,306000.0,130000.0,1000.0
245460,19,A. Kajpust,Cracovia,Poland,CB,Right,171000.0,110000.0,1000.0
242903,22,J. Cano,FC Dallas,United States,RB,Right,204000.0,120000.0,1000.0
244439,25,M. Minder,Neuchâtel Xamax,Switzerland,GK,Left,137000.0,90000.0,1000.0
245207,19,A. Marie-Sainte,Livorno,France,CB,Right,370000.0,170000.0,1000.0
225498,21,L. Sutton,Scunthorpe United,England,RB,Right,215000.0,110000.0,1000.0
235994,18,D. Amos,Doncaster Rovers,England,LB,Left,380000.0,160000.0,1000.0
241882,24,M. Goto,Shonan Bellmare,Japan,GK,Right,131000.0,90000.0,1000.0
226014,21,A. Splaine,Derry City,Scotland,CDM,Left,193000.0,110000.0,1000.0
238816,19,C. Peters,Walsall,England,ST,Right,404000.0,170000.0,1000.0
243936,24,R. Sulewski,Arka Gdynia,Poland,RB,Right,155000.0,100000.0,1000.0
242913,23,Luo Hao,Chongqing Dangdai Lifan FC SWM Team,China PR,CB,Right,235000.0,100000.0,1000.0
244198,19,R. Deiman,FC Emmen,Netherlands,CM,Right,248000.0,150000.0,1000.0
232679,29,T. Okuda,V-Varen Nagasaki,Japan,GK,Right,93000.0,70000.0,1000.0
242151,18,T. Jäntti,HJK Helsinki,Finland,CAM,Right,500000.0,180000.0,1000.0
237802,25,C. Haas,SK Rapid Wien,Austria,GK,Right,126000.0,80000.0,2000.0
222187,25,Jin Qiang,Dalian YiFang FC,China PR,RDM,Right,223000.0,100000.0,2000.0
231659,19,Z. Hakeem,Mansfield Town,England,ST,Left,404000.0,170000.0,2000.0
233451,25,Zhao Yingjie,Tianjin TEDA FC,China PR,CM,Right,245000.0,110000.0,2000.0
245484,20,R. Ayagwa,Lillestrøm SK,Nigeria,CM,Right,232000.0,160000.0,1000.0
245740,31,C. Ortiz,CD Huachipato,Venezuela,ST,Right,108000.0,80000.0,1000.0
245485,16,P. Samiec-Talar,Śląsk Wrocław,Poland,ST,Right,356000.0,180000.0,1000.0
241646,18,D. Butterworth,Blackburn Rovers,England,ST,Right,455000.0,180000.0,3000.0
240111,20,Y. Nuxoll,SV Meppen,Germany,CB,Right,231000.0,140000.0,1000.0
244207,18,A. Sow,Racing Club de Lens,Senegal,RW,Right,428000.0,180000.0,1000.0
245489,18,S. Svenlén,IF Brommapojkarna,Sweden,CB,Right,160000.0,110000.0,1000.0
244211,19,F. Botiseriu,1. FC Kaiserslautern,Germany,LB,Left,353000.0,170000.0,1000.0
223988,21,L. Ward,Northampton Town,England,GK,Right,,160000.0,2000.0
243188,18,H. Palacios,Atlético Nacional,Colombia,RW,Right,480000.0,200000.0,1000.0
246260,19,N. Bai,Chamois Niortais Football Club,France,LB,Left,356000.0,150000.0,1000.0
235770,19,H. Pickering,Crewe Alexandra,England,LB,Left,404000.0,170000.0,1000.0
236794,21,J. Dakir,Randers FC,Denmark,GK,Right,160000.0,110000.0,1000.0
243194,21,Hugo Díaz,Leeds United,Spain,CB,Right,455000.0,180000.0,4000.0
235771,20,T. Lowery,Crewe Alexandra,England,CM,Right,451000.0,190000.0,2000.0
240124,20,J. Jaimes,Atlético Bucaramanga,Colombia,CDM,Right,356000.0,180000.0,1000.0
241916,20,J. Tromsdal,Ranheim Fotball,Norway,CM,Right,203000.0,140000.0,1000.0
244220,17,O. Aga,Stabæk Fotball,Norway,ST,Right,450000.0,200000.0,1000.0
242173,20,J. Brannefalk,Trelleborgs FF,Sweden,CM,Right,203000.0,140000.0,1000.0
229375,20,E. Adebayo,Swindon Town,England,LW,Right,,160000.0,6000.0
238335,19,J. Simpson,Forest Green Rovers,England,CM,Right,293000.0,150000.0,1000.0
240384,18,E. Durmaz,Hammarby IF,Sweden,LM,Right,145000.0,100000.0,1000.0
244225,18,A. Groundstroem,IF Brommapojkarna,Sweden,CB,Right,131000.0,90000.0,1000.0
242179,17,Y. Fofana,Le Havre AC,France,GK,Right,303000.0,110000.0,1000.0
235013,20,A. Harper,Bristol Rovers,England,RB,Right,195000.0,100000.0,1000.0
236551,18,H. Darling,Cambridge United,England,CB,Right,309000.0,130000.0,1000.0
233481,21,E. Ross,Colchester United,England,GK,Right,195000.0,100000.0,1000.0
243721,20,D. Wenzel-Halls,Brisbane Roar,Australia,ST,Right,281000.0,150000.0,1000.0
243466,18,J. Quiñones Saya,América de Cali,Colombia,RM,Right,353000.0,150000.0,1000.0
228108,19,K. Brouder,Limerick FC,Republic of Ireland,LCB,Right,158000.0,90000.0,1000.0
243212,18,J. Berger,FC Hansa Rostock,Germany,CDM,Right,270000.0,130000.0,1000.0
228109,20,T. Holland,Limerick FC,Republic of Ireland,GK,Right,239000.0,110000.0,1000.0
235535,21,R. Lovett,Cheltenham Town,England,GK,Right,176000.0,90000.0,1000.0
240143,18,C. Magerusan,Bohemian FC,Romania,ST,Right,193000.0,110000.0,1000.0
245775,21,V. Adebayor,Vejle Boldklub,Niger,CAM,Right,160000.0,110000.0,1000.0
230160,19,T. Queen,Kilmarnock,Scotland,CB,Right,309000.0,130000.0,1000.0
243219,20,C. Ruiz,Boyacá Chicó FC,Colombia,CM,Right,186000.0,120000.0,1000.0
244755,23,M. Malec,Pogoń Szczecin,Poland,LCB,Left,124000.0,80000.0,1000.0
246035,19,F. Macias,SD Huesca,Venezuela,ST,Right,424000.0,150000.0,2000.0
233237,24,F. Acosta,Boyacá Chicó FC,Colombia,RM,Right,140000.0,90000.0,1000.0
242197,18,M. Ndione,IF Elfsborg,Sweden,ST,Right,145000.0,100000.0,1000.0
245269,21,E. Fadda,Al Qadisiyah,Saudi Arabia,GK,Right,167000.0,90000.0,1000.0
246549,21,M. Siby,Valenciennes FC,France,CDM,Right,156000.0,80000.0,1000.0
229398,21,H. McKirdy,Aston Villa,Scotland,ST,Right,328000.0,130000.0,2000.0
241432,19,E. Otim,Barnsley,Uganda,RM,Right,356000.0,150000.0,1000.0
244760,20,D. Bochicchio,Sporting de Charleroi,Italy,GK,Right,153000.0,90000.0,1000.0
246552,25,O. Sverrisson,BK Häcken,Sweden,LB,Left,93000.0,70000.0,1000.0
241433,20,A. Smith,Hamilton Academical FC,England,CAM,Right,356000.0,150000.0,1000.0
244761,23,S. Avanzini,AC Horsens,Italy,LB,Right,116000.0,80000.0,1000.0
246041,18,E. Pastrana,Tiburones Rojos de Veracruz,Mexico,CB,Right,296000.0,130000.0,1000.0
235804,21,B. Lund,Vendsyssel FF,Denmark,LB,Left,160000.0,110000.0,1000.0
242972,19,M. Ibacache,CD Everton de Viña del Mar,Chile,LB,Left,140000.0,90000.0,1000.0
242717,18,M. Howard,Preston North End,England,ST,Right,354000.0,140000.0,1000.0
231199,20,H. Odoffin,Northampton Town,England,RB,Right,195000.0,100000.0,2000.0
238368,18,J. McAtee,Shrewsbury,England,ST,Right,333000.0,140000.0,1000.0
241440,18,R. Akbari,Melbourne Victory,Australia,CAM,Right,263000.0,140000.0,1000.0
246048,18,A. Reyes Ambuila,Atlético Nacional,Colombia,CB,Right,263000.0,130000.0,1000.0
244513,18,I. Sadiq,FC Nordsjælland,Ghana,RW,Right,263000.0,140000.0,1000.0
240674,19,C. Merrie,Wigan Athletic,England,CM,Left,354000.0,140000.0,3000.0
235811,19,L. Morrison,Sligo Rovers,Scotland,ST,Right,283000.0,130000.0,1000.0
240419,17,R. Strechie,Venezia FC,Romania,CM,Left,193000.0,110000.0,1000.0
242723,24,D. Castro,Unión La Calera,Chile,ST,Right,140000.0,90000.0,1000.0
208932,26,A. Al Shammari,Al Raed,Saudi Arabia,GK,Right,104000.0,60000.0,2000.0
246052,17,A. Long,Wigan Athletic,England,CB,Right,303000.0,120000.0,3000.0
243493,17,O. Sims,Colchester United,England,LM,Left,358000.0,130000.0,1000.0
242726,19,S. Wilson,Mansfield Town,England,GK,Right,285000.0,120000.0,1000.0
237865,19,L. Colville,Bradford City,England,LM,Left,215000.0,110000.0,1000.0
245545,19,S. Barone,Spezia,Italy,GK,Right,158000.0,90000.0,1000.0
237866,19,C. Scott,Dundee FC,England,ST,Right,356000.0,150000.0,1000.0
244522,21,M. Şatin,FC Wacker Innsbruck,Austria,RM,Right,165000.0,100000.0,1000.0
217645,34,Y. Kurihara,Yokohama F. Marinos,Japan,CB,Right,25000.0,20000.0,1000.0
241453,18,J. Hackett,Sunderland,England,CM,Right,195000.0,100000.0,1000.0
244781,19,C. Giuliani,SK Sturm Graz,Austria,GK,Left,249000.0,120000.0,1000.0
226094,22,S. Brady,Brisbane Roar,Australia,RW,Right,145000.0,100000.0,1000.0
246063,18,E. Breivik,Molde FK,Norway,CDM,Right,244000.0,130000.0,1000.0
224819,20,R. Huser,FC Basel 1893,Switzerland,CM,Right,319000.0,150000.0,3000.0
242996,20,J. Suárez,Alianza Petrolera,Colombia,ST,Right,186000.0,120000.0,1000.0
244533,21,D. Gąska,Śląsk Wrocław,Poland,RM,Right,128000.0,90000.0,1000.0
233526,23,S. Passi,,India,,Right,,0.0,0.0
241206,23,D. Maekawa,Vissel Kobe,Japan,GK,Right,102000.0,70000.0,1000.0
245558,35,G. Maley,Livingston FC,Scotland,GK,Right,35000.0,20000.0,1000.0
241207,22,K. Yoshimaru,Vissel Kobe,Japan,GK,Right,102000.0,70000.0,1000.0
244279,19,B. Ekincier,VfL Bochum 1848,Azerbaijan,LM,Right,334000.0,150000.0,1000.0
246327,19,N. van den Dam,De Graafschap,Netherlands,GK,Right,249000.0,120000.0,1000.0
220216,22,S. Heaney,Bray Wanderers,Republic of Ireland,LCB,Left,140000.0,80000.0,1000.0
235064,20,C. MacDonald,Derby County,Scotland,LB,Left,328000.0,130000.0,4000.0
240696,19,M. Napa,Macclesfield Town,England,RM,Right,,150000.0,1000.0
245560,19,M. Venturi,Carpi,Italy,CM,Right,210000.0,120000.0,1000.0
240955,19,T. Durso,Gimnasia y Esgrima La Plata,Argentina,GK,Right,300000.0,120000.0,1000.0
241980,18,L. Gamíz,Club Tijuana,Mexico,CDM,Right,302000.0,130000.0,1000.0
246076,17,M. Molenda,Arka Gdynia,Poland,GK,Right,259000.0,110000.0,1000.0
241982,18,E. Watt,Wolverhampton Wanderers,Scotland,CM,Right,435000.0,150000.0,4000.0
241471,21,Xu Tianyuan,Hebei China Fortune FC,China PR,LM,Right,361000.0,130000.0,2000.0
242240,16,L. D'Arrigo,Adelaide United,Australia,CAM,Right,244000.0,130000.0,1000.0
237125,17,V. Barbero,Belgrano de Córdoba,Argentina,ST,Right,291000.0,140000.0,1000.0
246085,23,J. Pereira,San Luis de Quillota,Uruguay,CB,Right,100000.0,70000.0,1000.0
245574,22,A. Al Dakheel,Al Hazem,Saudi Arabia,CB,Right,167000.0,90000.0,2000.0
246090,18,I. Acero,Deportivo Toluca,Mexico,CM,Left,326000.0,140000.0,2000.0
225867,20,V. Adeboyejo,Barnsley,England,ST,Right,215000.0,110000.0,2000.0
237387,19,D. Dalling,Queens Park Rangers,England,CAM,Right,379000.0,150000.0,1000.0
239435,19,E. McKeown,Colchester United,England,ST,Right,215000.0,110000.0,1000.0
244299,17,J. Adams,Bury,Wales,RM,Right,309000.0,130000.0,1000.0
240460,23,B. Al Bahrani,Al Fateh,Saudi Arabia,GK,Right,130000.0,70000.0,2000.0
244812,19,N. Celic,LASK Linz,Austria,CDM,Left,270000.0,130000.0,1000.0
240463,21,M. Al Majhad,Al Fateh,Saudi Arabia,CM,Right,204000.0,110000.0,3000.0
241487,17,J. Ferreira,FC Dallas,Colombia,ST,Right,375000.0,150000.0,1000.0
230737,20,T. Lauritsen,Odds BK,Norway,ST,Right,174000.0,120000.0,1000.0
245075,25,Kang Yun Koo,Daegu FC,Korea Republic,LM,Left,119000.0,90000.0,1000.0
241494,19,M. Jenz,Fulham,Germany,CB,Right,328000.0,130000.0,3000.0
245847,18,C. Salomón,Universidad Católica,Chile,CB,Right,223000.0,110000.0,1000.0
244824,19,I. Núñez,Unión Española,Chile,CB,Right,257000.0,130000.0,1000.0
245083,20,B. Syla,Wolfsberger AC,Austria,CAM,Right,149000.0,90000.0,2000.0
244828,22,R. Gutiérrez,Monarcas Morelia,Mexico,GK,Right,152000.0,80000.0,1000.0
237414,23,W. Popp,Kawasaki Frontale,Japan,GK,Right,105000.0,70000.0,1000.0
244070,19,T. Kircher,Karlsruher SC,Germany,RB,Right,165000.0,100000.0,1000.0
237927,18,E. McGinty,Sligo Rovers,Republic of Ireland,GK,Left,239000.0,110000.0,1000.0
233832,21,T. Garratt,AFC Wimbledon,England,LB,Left,,100000.0,1000.0
244328,19,S. Gucciardo,SC Paderborn 07,Turkey,ST,Left,210000.0,120000.0,1000.0
240236,18,L. Russe,Bristol Rovers,England,CM,Right,215000.0,110000.0,1000.0
227949,20,J. Kerr,Brighton & Hove Albion,Scotland,RB,Right,328000.0,130000.0,4000.0
