id,acceleration,balance,ballcontrol,crossing,dribbling,finishing,jumping,overall,positioning,stamina
237793,59.0,74.0,58.0,65.0,61.0,43.0,47.0,61,57.0,59.0
244449,70.0,79.0,62.0,57.0,65.0,59.0,55.0,61,58.0,45.0
245217,47.0,48.0,45.0,48.0,39.0,28.0,52.0,61,27.0,53.0
219874,74.0,65.0,58.0,48.0,67.0,56.0,56.0,61,60.0,55.0
228834,79.0,69.0,62.0,60.0,55.0,34.0,58.0,61,53.0,72.0
230882,44.0,59.0,39.0,37.0,37.0,30.0,70.0,61,29.0,49.0
231650,60.0,61.0,54.0,41.0,44.0,23.0,86.0,61,37.0,57.0
232930,77.0,67.0,59.0,56.0,58.0,29.0,49.0,61,35.0,83.0
235234,62.0,65.0,65.0,59.0,68.0,58.0,49.0,61,59.0,65.0
173538,66.0,59.0,62.0,51.0,56.0,54.0,31.0,61,51.0,63.0
242402,92.0,87.0,54.0,58.0,66.0,55.0,69.0,61,55.0,58.0
246242,54.0,53.0,58.0,36.0,53.0,64.0,64.0,61,58.0,54.0
215011,75.0,66.0,58.0,54.0,49.0,28.0,73.0,61,60.0,68.0
199908,68.0,54.0,67.0,63.0,65.0,53.0,68.0,61,58.0,70.0
212964,56.0,74.0,61.0,48.0,60.0,45.0,63.0,61,62.0,65.0
231652,65.0,63.0,56.0,31.0,58.0,61.0,69.0,61,61.0,59.0
237796,86.0,89.0,57.0,63.0,54.0,45.0,69.0,61,58.0,69.0
242404,76.0,73.0,58.0,59.0,60.0,34.0,64.0,61,51.0,66.0
243172,67.0,68.0,60.0,43.0,67.0,63.0,57.0,61,48.0,56.0
209893,66.0,62.0,50.0,39.0,44.0,52.0,78.0,61,46.0,86.0
210149,69.0,48.0,63.0,48.0,64.0,58.0,86.0,61,54.0,67.0
223717,70.0,70.0,56.0,42.0,57.0,39.0,66.0,61,54.0,54.0
226021,60.0,73.0,60.0,39.0,62.0,32.0,85.0,61,59.0,68.0
237797,78.0,78.0,66.0,55.0,65.0,49.0,34.0,61,61.0,58.0
244453,65.0,79.0,65.0,49.0,57.0,32.0,54.0,61,50.0,77.0
234982,63.0,66.0,61.0,56.0,54.0,44.0,70.0,61,48.0,70.0
237030,70.0,71.0,60.0,58.0,55.0,56.0,59.0,61,62.0,59.0
241382,66.0,70.0,63.0,38.0,50.0,62.0,67.0,61,61.0,51.0
242918,66.0,69.0,62.0,39.0,61.0,63.0,66.0,61,51.0,62.0
241383,65.0,52.0,58.0,33.0,52.0,37.0,79.0,61,48.0,61.0
226024,73.0,72.0,61.0,58.0,62.0,55.0,63.0,61,64.0,68.0
238056,58.0,55.0,56.0,43.0,52.0,31.0,64.0,61,29.0,62.0
243688,79.0,80.0,62.0,60.0,60.0,59.0,55.0,61,57.0,79.0
245992,66.0,82.0,62.0,56.0,64.0,48.0,60.0,61,55.0,50.0
228073,76.0,66.0,58.0,49.0,55.0,63.0,66.0,61,62.0,73.0
232937,73.0,54.0,44.0,26.0,33.0,19.0,83.0,61,22.0,64.0
240873,67.0,75.0,60.0,52.0,59.0,35.0,65.0,61,54.0,60.0
211434,59.0,43.0,49.0,45.0,37.0,31.0,38.0,61,32.0,56.0
230890,75.0,78.0,66.0,59.0,65.0,45.0,52.0,61,56.0,68.0
235242,64.0,59.0,64.0,51.0,62.0,52.0,62.0,61,50.0,62.0
216299,67.0,57.0,61.0,63.0,64.0,44.0,39.0,61,50.0,55.0
236011,55.0,60.0,52.0,33.0,53.0,29.0,68.0,61,27.0,65.0
235244,61.0,53.0,58.0,35.0,42.0,41.0,75.0,61,40.0,64.0
240876,65.0,64.0,43.0,34.0,48.0,28.0,65.0,61,29.0,69.0
210925,61.0,69.0,63.0,51.0,66.0,62.0,60.0,61,63.0,65.0
232941,57.0,85.0,58.0,56.0,57.0,46.0,79.0,61,48.0,79.0
239853,46.0,65.0,41.0,24.0,28.0,21.0,48.0,61,16.0,67.0
242925,78.0,63.0,62.0,48.0,59.0,56.0,40.0,61,59.0,64.0
244717,80.0,66.0,58.0,61.0,61.0,47.0,65.0,61,49.0,55.0
222702,46.0,66.0,43.0,29.0,45.0,38.0,77.0,61,52.0,77.0
223982,40.0,58.0,19.0,18.0,15.0,14.0,54.0,61,15.0,33.0
203504,69.0,51.0,64.0,33.0,60.0,60.0,69.0,61,56.0,65.0
226544,69.0,60.0,48.0,56.0,47.0,29.0,74.0,61,40.0,68.0
235504,69.0,83.0,62.0,47.0,71.0,47.0,62.0,61,56.0,65.0
241648,25.0,26.0,16.0,12.0,12.0,7.0,40.0,61,6.0,22.0
229105,68.0,63.0,63.0,57.0,61.0,62.0,54.0,61,56.0,61.0
230897,84.0,69.0,57.0,48.0,53.0,56.0,67.0,61,57.0,78.0
239090,65.0,66.0,60.0,56.0,54.0,19.0,73.0,61,56.0,67.0
216563,63.0,69.0,58.0,59.0,56.0,39.0,48.0,61,42.0,67.0
237299,76.0,72.0,58.0,56.0,57.0,42.0,69.0,61,60.0,60.0
198132,47.0,38.0,14.0,10.0,10.0,9.0,62.0,61,11.0,33.0
242164,85.0,77.0,58.0,32.0,61.0,60.0,75.0,61,59.0,53.0
200693,47.0,31.0,48.0,35.0,41.0,21.0,31.0,61,14.0,48.0
215285,76.0,67.0,64.0,33.0,65.0,62.0,69.0,61,59.0,67.0
239605,66.0,63.0,56.0,31.0,51.0,68.0,68.0,61,61.0,51.0
239606,84.0,77.0,61.0,57.0,68.0,41.0,72.0,61,54.0,81.0
241654,73.0,82.0,63.0,56.0,64.0,58.0,73.0,61,60.0,61.0
183542,70.0,57.0,53.0,41.0,52.0,61.0,51.0,61,67.0,55.0
170743,63.0,64.0,48.0,49.0,42.0,33.0,55.0,61,21.0,60.0
242424,55.0,92.0,72.0,53.0,72.0,49.0,54.0,61,48.0,37.0
243704,60.0,73.0,65.0,55.0,62.0,48.0,56.0,61,49.0,70.0
190200,73.0,84.0,62.0,53.0,53.0,46.0,80.0,61,50.0,80.0
238329,67.0,58.0,64.0,51.0,63.0,55.0,52.0,61,61.0,67.0
233466,24.0,49.0,15.0,11.0,10.0,7.0,60.0,61,6.0,21.0
232187,65.0,75.0,55.0,44.0,54.0,39.0,77.0,61,49.0,83.0
237307,74.0,61.0,62.0,54.0,61.0,48.0,64.0,61,51.0,79.0
238075,65.0,60.0,63.0,42.0,65.0,62.0,55.0,61,46.0,50.0
237052,59.0,62.0,65.0,35.0,61.0,63.0,64.0,61,59.0,68.0
244476,55.0,58.0,35.0,26.0,28.0,26.0,79.0,61,30.0,64.0
220669,79.0,74.0,63.0,41.0,62.0,59.0,74.0,61,58.0,72.0
244989,71.0,80.0,63.0,54.0,65.0,56.0,51.0,61,59.0,67.0
216318,65.0,70.0,53.0,32.0,46.0,22.0,75.0,61,28.0,53.0
242174,66.0,78.0,63.0,52.0,61.0,47.0,59.0,61,61.0,72.0
183807,59.0,70.0,56.0,45.0,56.0,64.0,73.0,61,60.0,63.0
224257,66.0,85.0,61.0,35.0,57.0,44.0,69.0,60,46.0,72.0
231426,71.0,59.0,55.0,57.0,56.0,28.0,60.0,60,46.0,64.0
232452,68.0,62.0,63.0,69.0,58.0,29.0,73.0,60,60.0,79.0
237316,55.0,59.0,35.0,30.0,29.0,29.0,63.0,60,33.0,49.0
238852,64.0,58.0,62.0,41.0,62.0,51.0,61.0,60,48.0,72.0
222469,68.0,78.0,63.0,56.0,62.0,43.0,54.0,60,52.0,60.0
235014,87.0,77.0,60.0,60.0,61.0,56.0,50.0,60,47.0,55.0
236550,71.0,61.0,61.0,46.0,57.0,57.0,64.0,60,61.0,68.0
246278,56.0,66.0,56.0,38.0,50.0,51.0,63.0,60,54.0,55.0
240903,52.0,52.0,58.0,42.0,55.0,56.0,64.0,60,60.0,57.0
214024,38.0,26.0,22.0,11.0,13.0,15.0,47.0,60,17.0,27.0
225800,66.0,65.0,58.0,51.0,34.0,22.0,70.0,60,20.0,56.0
246280,20.0,33.0,17.0,12.0,11.0,6.0,49.0,60,8.0,18.0
238345,79.0,66.0,59.0,34.0,55.0,66.0,65.0,60,61.0,70.0
243977,60.0,44.0,64.0,29.0,57.0,66.0,59.0,60,58.0,67.0
244489,68.0,69.0,56.0,48.0,52.0,35.0,73.0,60,45.0,72.0
245769,61.0,65.0,61.0,52.0,55.0,56.0,58.0,60,55.0,48.0
200714,73.0,74.0,53.0,56.0,49.0,62.0,48.0,60,64.0,68.0
231946,65.0,70.0,58.0,61.0,60.0,55.0,74.0,60,63.0,59.0
239626,62.0,55.0,60.0,55.0,61.0,64.0,71.0,60,64.0,56.0
240906,75.0,74.0,64.0,54.0,64.0,58.0,53.0,60,52.0,55.0
242187,54.0,69.0,64.0,47.0,60.0,40.0,52.0,60,44.0,50.0
193035,61.0,52.0,30.0,13.0,14.0,10.0,67.0,60,15.0,53.0
215820,64.0,67.0,52.0,54.0,56.0,30.0,77.0,60,42.0,61.0
229900,69.0,63.0,64.0,50.0,61.0,53.0,63.0,60,57.0,70.0
242188,71.0,75.0,63.0,41.0,66.0,53.0,54.0,60,64.0,51.0
243468,67.0,67.0,57.0,45.0,49.0,38.0,60.0,60,38.0,68.0
211469,77.0,78.0,62.0,54.0,69.0,58.0,70.0,60,53.0,46.0
240141,64.0,69.0,57.0,35.0,60.0,36.0,78.0,60,38.0,75.0
242189,21.0,28.0,12.0,12.0,13.0,12.0,32.0,60,16.0,25.0
245005,72.0,76.0,61.0,52.0,62.0,40.0,71.0,60,53.0,60.0
243214,81.0,61.0,57.0,59.0,59.0,49.0,64.0,60,53.0,62.0
245774,30.0,47.0,18.0,9.0,6.0,7.0,61.0,60,9.0,26.0
239631,74.0,74.0,61.0,39.0,64.0,63.0,62.0,60,60.0,55.0
240399,79.0,66.0,57.0,61.0,58.0,57.0,62.0,60,52.0,73.0
242703,21.0,45.0,21.0,11.0,15.0,7.0,61.0,60,6.0,27.0
202000,67.0,59.0,62.0,48.0,55.0,60.0,63.0,60,63.0,64.0
210192,71.0,75.0,60.0,64.0,59.0,31.0,65.0,60,52.0,60.0
226832,59.0,61.0,57.0,41.0,54.0,61.0,56.0,60,57.0,64.0
244496,74.0,61.0,48.0,47.0,41.0,23.0,76.0,60,34.0,57.0
213521,62.0,84.0,61.0,50.0,59.0,33.0,60.0,60,53.0,56.0
239889,79.0,73.0,65.0,59.0,68.0,59.0,41.0,60,48.0,31.0
230162,68.0,70.0,63.0,39.0,57.0,30.0,68.0,60,48.0,72.0
241938,67.0,66.0,56.0,56.0,52.0,48.0,60.0,60,58.0,66.0
245522,68.0,75.0,59.0,54.0,60.0,59.0,58.0,60,56.0,59.0
205075,69.0,88.0,59.0,53.0,57.0,39.0,75.0,60,62.0,74.0
222227,74.0,77.0,63.0,44.0,60.0,52.0,57.0,60,58.0,60.0
226579,77.0,81.0,55.0,40.0,70.0,48.0,60.0,60,58.0,62.0
239891,52.0,61.0,55.0,46.0,57.0,37.0,64.0,60,37.0,44.0
245779,61.0,58.0,40.0,40.0,40.0,25.0,68.0,60,32.0,63.0
180755,53.0,28.0,15.0,15.0,11.0,12.0,31.0,60,9.0,34.0
223764,76.0,76.0,48.0,42.0,52.0,23.0,61.0,60,46.0,60.0
235796,59.0,65.0,36.0,27.0,37.0,24.0,66.0,60,29.0,58.0
246036,55.0,64.0,49.0,21.0,36.0,18.0,66.0,60,28.0,61.0
229397,48.0,28.0,21.0,18.0,22.0,19.0,62.0,60,19.0,42.0
238613,74.0,60.0,67.0,55.0,62.0,26.0,62.0,60,49.0,55.0
245525,63.0,67.0,60.0,52.0,58.0,35.0,60.0,60,52.0,61.0
183829,63.0,91.0,55.0,54.0,60.0,38.0,59.0,60,55.0,66.0
236310,70.0,66.0,46.0,53.0,69.0,32.0,56.0,60,55.0,63.0
239126,71.0,52.0,53.0,58.0,54.0,23.0,60.0,60,50.0,57.0
236567,69.0,60.0,58.0,61.0,63.0,48.0,58.0,60,52.0,68.0
238103,51.0,55.0,36.0,21.0,20.0,20.0,72.0,60,25.0,71.0
244503,31.0,37.0,19.0,14.0,13.0,5.0,41.0,60,5.0,23.0
221976,50.0,65.0,61.0,53.0,62.0,41.0,51.0,60,38.0,76.0
228888,56.0,58.0,37.0,29.0,33.0,20.0,73.0,60,22.0,68.0
237592,66.0,62.0,56.0,59.0,58.0,41.0,46.0,60,52.0,66.0
243736,29.0,31.0,20.0,14.0,14.0,9.0,48.0,60,5.0,20.0
245784,61.0,61.0,55.0,64.0,65.0,28.0,61.0,60,59.0,59.0
204825,40.0,57.0,20.0,18.0,19.0,19.0,53.0,60,17.0,22.0
232985,82.0,71.0,61.0,49.0,65.0,59.0,70.0,60,49.0,58.0
237081,25.0,45.0,11.0,14.0,10.0,10.0,61.0,60,10.0,45.0
225051,48.0,64.0,53.0,36.0,38.0,22.0,70.0,60,28.0,65.0
236571,22.0,32.0,16.0,13.0,10.0,10.0,57.0,60,11.0,35.0
238363,65.0,66.0,68.0,58.0,70.0,66.0,40.0,60,48.0,41.0
242971,71.0,86.0,58.0,36.0,59.0,51.0,49.0,60,61.0,71.0
198685,45.0,55.0,23.0,18.0,20.0,13.0,63.0,60,13.0,34.0
218397,73.0,52.0,51.0,37.0,48.0,33.0,67.0,60,28.0,72.0
227869,60.0,58.0,62.0,58.0,64.0,53.0,53.0,60,49.0,77.0
237085,76.0,63.0,58.0,59.0,60.0,55.0,42.0,60,58.0,59.0
243229,55.0,55.0,57.0,38.0,50.0,63.0,75.0,60,63.0,55.0
243997,58.0,50.0,44.0,33.0,32.0,22.0,65.0,60,24.0,63.0
227870,64.0,50.0,61.0,45.0,64.0,58.0,52.0,60,56.0,75.0
232990,64.0,60.0,58.0,43.0,54.0,52.0,61.0,60,54.0,68.0
242974,75.0,77.0,64.0,50.0,69.0,44.0,66.0,60,45.0,49.0
241183,31.0,49.0,14.0,13.0,10.0,6.0,64.0,60,6.0,40.0
244255,69.0,73.0,59.0,56.0,58.0,27.0,72.0,60,47.0,86.0
244767,68.0,75.0,63.0,58.0,62.0,61.0,47.0,60,52.0,60.0
236320,55.0,53.0,58.0,43.0,61.0,38.0,56.0,60,55.0,64.0
244000,62.0,52.0,55.0,38.0,49.0,20.0,49.0,60,28.0,37.0
214049,65.0,76.0,60.0,54.0,57.0,38.0,72.0,60,53.0,77.0
234785,65.0,80.0,65.0,44.0,63.0,29.0,59.0,60,53.0,47.0
236321,73.0,65.0,57.0,37.0,56.0,59.0,63.0,60,56.0,59.0
243233,68.0,67.0,68.0,64.0,66.0,59.0,59.0,60,46.0,62.0
243747,79.0,74.0,61.0,44.0,60.0,36.0,81.0,60,49.0,69.0
232740,34.0,61.0,62.0,65.0,61.0,52.0,56.0,60,67.0,50.0
244772,76.0,82.0,63.0,55.0,64.0,42.0,59.0,60,54.0,62.0
225061,43.0,34.0,16.0,19.0,19.0,14.0,54.0,60,10.0,33.0
237093,75.0,86.0,63.0,55.0,61.0,58.0,67.0,60,63.0,84.0
246565,62.0,62.0,51.0,48.0,39.0,32.0,68.0,60,34.0,64.0
227878,69.0,74.0,58.0,50.0,59.0,48.0,61.0,60,55.0,73.0
231206,71.0,67.0,55.0,58.0,54.0,28.0,72.0,60,48.0,65.0
245798,61.0,74.0,41.0,30.0,33.0,21.0,68.0,60,23.0,63.0
231464,74.0,76.0,52.0,53.0,60.0,65.0,39.0,60,51.0,64.0
237352,66.0,58.0,58.0,54.0,58.0,57.0,64.0,60,51.0,80.0
245288,56.0,42.0,37.0,36.0,32.0,25.0,56.0,60,30.0,56.0
182312,37.0,40.0,25.0,25.0,7.0,6.0,69.0,60,18.0,23.0
239401,55.0,58.0,44.0,29.0,34.0,30.0,65.0,60,27.0,55.0
243241,53.0,47.0,51.0,40.0,46.0,26.0,71.0,60,31.0,55.0
243497,66.0,51.0,47.0,23.0,31.0,36.0,70.0,60,21.0,67.0
232746,70.0,35.0,58.0,31.0,53.0,21.0,64.0,60,44.0,62.0
229163,48.0,56.0,63.0,40.0,62.0,55.0,49.0,60,55.0,62.0
229419,80.0,71.0,62.0,52.0,61.0,62.0,71.0,60,52.0,77.0
240939,67.0,68.0,59.0,58.0,51.0,40.0,59.0,60,41.0,60.0
244779,22.0,16.0,14.0,11.0,11.0,7.0,35.0,60,7.0,22.0
227884,87.0,73.0,59.0,47.0,63.0,53.0,45.0,60,53.0,54.0
221486,48.0,40.0,48.0,23.0,29.0,21.0,62.0,60,28.0,65.0
242222,67.0,69.0,66.0,39.0,64.0,31.0,66.0,60,47.0,54.0
232239,63.0,74.0,64.0,61.0,62.0,61.0,75.0,60,62.0,51.0
240175,56.0,66.0,67.0,44.0,68.0,52.0,55.0,60,32.0,54.0
242223,64.0,54.0,62.0,33.0,55.0,61.0,70.0,60,60.0,67.0
242479,72.0,70.0,63.0,42.0,66.0,65.0,63.0,60,61.0,65.0
245551,68.0,74.0,60.0,52.0,55.0,27.0,58.0,60,44.0,69.0
231472,71.0,68.0,50.0,56.0,52.0,21.0,76.0,60,23.0,63.0
241456,63.0,63.0,54.0,33.0,55.0,60.0,65.0,60,57.0,51.0
205361,68.0,67.0,59.0,52.0,54.0,37.0,69.0,60,46.0,77.0
242225,50.0,65.0,59.0,39.0,45.0,44.0,61.0,60,39.0,54.0
216114,58.0,60.0,51.0,52.0,50.0,28.0,72.0,60,34.0,62.0
228658,66.0,65.0,57.0,67.0,63.0,29.0,60.0,60,42.0,68.0
234290,45.0,43.0,54.0,25.0,47.0,16.0,56.0,60,27.0,55.0
224307,69.0,59.0,60.0,55.0,57.0,30.0,61.0,60,44.0,61.0
245811,53.0,47.0,57.0,45.0,54.0,62.0,67.0,60,63.0,57.0
231476,53.0,78.0,59.0,45.0,57.0,28.0,42.0,60,39.0,58.0
233524,82.0,70.0,63.0,61.0,57.0,64.0,61.0,60,61.0,64.0
233780,45.0,44.0,45.0,27.0,30.0,23.0,54.0,60,34.0,71.0
237876,76.0,81.0,58.0,60.0,59.0,40.0,56.0,60,58.0,59.0
245556,15.0,49.0,11.0,13.0,15.0,10.0,59.0,60,11.0,30.0
202549,50.0,43.0,56.0,44.0,37.0,29.0,64.0,60,36.0,69.0
229685,44.0,50.0,24.0,18.0,17.0,11.0,54.0,60,9.0,33.0
235573,76.0,71.0,63.0,63.0,66.0,24.0,62.0,60,40.0,58.0
243254,72.0,63.0,65.0,58.0,65.0,39.0,58.0,60,54.0,66.0
212535,59.0,59.0,53.0,65.0,49.0,23.0,77.0,60,36.0,64.0
232759,66.0,74.0,61.0,56.0,62.0,27.0,58.0,60,39.0,62.0
243513,54.0,60.0,42.0,36.0,40.0,10.0,78.0,60,18.0,64.0
245561,14.0,48.0,17.0,12.0,11.0,9.0,60.0,60,9.0,20.0
230714,77.0,78.0,65.0,55.0,57.0,57.0,60.0,60,56.0,70.0
239930,64.0,58.0,59.0,40.0,58.0,41.0,79.0,60,50.0,70.0
227899,40.0,55.0,24.0,20.0,21.0,17.0,56.0,60,12.0,26.0
228667,62.0,71.0,64.0,59.0,60.0,42.0,55.0,60,53.0,70.0
232507,31.0,37.0,11.0,11.0,8.0,9.0,50.0,60,12.0,45.0
244027,62.0,62.0,55.0,38.0,42.0,56.0,55.0,60,42.0,86.0
236348,87.0,76.0,58.0,56.0,60.0,50.0,37.0,60,50.0,54.0
243004,65.0,50.0,53.0,24.0,35.0,21.0,66.0,60,24.0,65.0
243516,65.0,66.0,64.0,41.0,53.0,29.0,58.0,60,35.0,60.0
223805,55.0,70.0,49.0,30.0,43.0,27.0,70.0,60,28.0,66.0
235325,58.0,56.0,45.0,26.0,37.0,21.0,60.0,60,31.0,40.0
245565,71.0,60.0,59.0,52.0,61.0,57.0,61.0,60,53.0,51.0
241214,74.0,65.0,43.0,27.0,34.0,19.0,76.0,60,23.0,59.0
245566,65.0,60.0,48.0,37.0,40.0,23.0,64.0,60,31.0,52.0
187454,66.0,54.0,50.0,62.0,60.0,55.0,68.0,60,64.0,60.0
191806,59.0,58.0,55.0,60.0,54.0,48.0,59.0,60,54.0,66.0
199744,55.0,50.0,47.0,29.0,41.0,34.0,42.0,60,26.0,59.0
214080,71.0,79.0,55.0,48.0,52.0,26.0,85.0,60,48.0,69.0
223040,58.0,48.0,23.0,14.0,13.0,19.0,53.0,60,16.0,25.0
240448,70.0,75.0,58.0,54.0,62.0,55.0,35.0,60,53.0,62.0
240704,45.0,60.0,37.0,33.0,22.0,21.0,67.0,60,18.0,53.0
242752,55.0,66.0,37.0,35.0,32.0,29.0,68.0,60,28.0,55.0
246592,50.0,65.0,63.0,50.0,61.0,49.0,62.0,60,60.0,47.0
212033,37.0,22.0,20.0,17.0,11.0,15.0,31.0,60,12.0,24.0
156481,41.0,67.0,62.0,60.0,54.0,57.0,60.0,60,43.0,50.0
235329,60.0,72.0,60.0,61.0,59.0,26.0,78.0,60,49.0,63.0
244801,50.0,49.0,57.0,31.0,52.0,63.0,61.0,60,53.0,54.0
223810,66.0,65.0,60.0,53.0,60.0,57.0,60.0,60,52.0,75.0
220995,69.0,65.0,57.0,54.0,51.0,40.0,65.0,60,55.0,69.0
238659,66.0,76.0,63.0,56.0,60.0,44.0,69.0,60,42.0,75.0
243779,74.0,71.0,57.0,58.0,54.0,25.0,73.0,60,39.0,67.0
239940,56.0,63.0,49.0,38.0,47.0,25.0,70.0,60,31.0,55.0
242757,73.0,86.0,58.0,55.0,65.0,56.0,72.0,60,51.0,69.0
243525,60.0,58.0,63.0,45.0,66.0,46.0,60.0,60,47.0,67.0
213318,68.0,46.0,52.0,50.0,46.0,20.0,75.0,60,36.0,75.0
212295,75.0,85.0,59.0,54.0,62.0,45.0,83.0,60,49.0,72.0
222025,59.0,62.0,54.0,32.0,48.0,64.0,62.0,60,62.0,58.0
232265,66.0,51.0,56.0,47.0,54.0,34.0,67.0,60,51.0,74.0
233289,65.0,76.0,62.0,31.0,59.0,62.0,66.0,60,56.0,61.0
213834,82.0,77.0,50.0,54.0,61.0,50.0,69.0,60,55.0,67.0
242506,75.0,90.0,48.0,54.0,51.0,28.0,66.0,60,47.0,72.0
225355,72.0,92.0,58.0,44.0,52.0,39.0,83.0,60,50.0,89.0
238155,70.0,61.0,56.0,53.0,58.0,36.0,66.0,60,41.0,69.0
242763,64.0,68.0,40.0,26.0,30.0,21.0,67.0,60,23.0,62.0
246603,37.0,43.0,19.0,10.0,8.0,8.0,59.0,60,10.0,29.0
225868,48.0,55.0,30.0,31.0,29.0,14.0,54.0,60,12.0,41.0
228685,95.0,80.0,59.0,53.0,62.0,55.0,76.0,60,49.0,73.0
243277,61.0,73.0,38.0,30.0,31.0,21.0,71.0,60,33.0,60.0
185165,56.0,39.0,60.0,55.0,61.0,59.0,80.0,60,63.0,75.0
232014,70.0,67.0,59.0,51.0,61.0,60.0,73.0,60,64.0,50.0
194894,22.0,40.0,19.0,19.0,21.0,11.0,55.0,60,11.0,22.0
208719,33.0,37.0,24.0,12.0,18.0,15.0,49.0,60,11.0,43.0
219983,49.0,65.0,23.0,16.0,18.0,18.0,56.0,60,12.0,41.0
223823,48.0,53.0,26.0,18.0,21.0,15.0,54.0,60,9.0,34.0
211792,62.0,53.0,52.0,59.0,46.0,27.0,69.0,60,43.0,72.0
245840,71.0,68.0,60.0,56.0,65.0,65.0,66.0,60,56.0,64.0
236369,69.0,37.0,47.0,43.0,32.0,33.0,68.0,60,37.0,71.0
242002,74.0,59.0,62.0,58.0,64.0,57.0,40.0,60,52.0,67.0
245330,50.0,52.0,15.0,12.0,6.0,8.0,71.0,60,8.0,27.0
246354,53.0,54.0,47.0,51.0,49.0,10.0,71.0,60,18.0,58.0
53842,43.0,56.0,63.0,63.0,54.0,53.0,52.0,60,56.0,40.0
232531,69.0,62.0,64.0,51.0,61.0,45.0,47.0,60,55.0,71.0
237395,55.0,53.0,43.0,36.0,32.0,19.0,68.0,60,29.0,51.0
242259,67.0,65.0,61.0,47.0,61.0,45.0,60.0,60,55.0,49.0
244307,60.0,69.0,59.0,40.0,60.0,62.0,71.0,60,59.0,57.0
139348,31.0,68.0,59.0,34.0,46.0,51.0,73.0,60,44.0,62.0
226132,58.0,62.0,53.0,53.0,52.0,27.0,60.0,60,45.0,67.0
224597,65.0,44.0,61.0,47.0,59.0,62.0,58.0,60,59.0,62.0
240725,76.0,64.0,55.0,52.0,53.0,21.0,70.0,60,23.0,58.0
245333,69.0,68.0,60.0,60.0,64.0,58.0,62.0,60,60.0,61.0
246101,67.0,64.0,39.0,35.0,41.0,22.0,73.0,60,23.0,62.0
234070,65.0,70.0,63.0,54.0,60.0,40.0,55.0,60,53.0,67.0
235606,27.0,45.0,12.0,13.0,10.0,6.0,62.0,60,5.0,25.0
224855,62.0,69.0,63.0,11.0,61.0,43.0,57.0,60,46.0,62.0
241239,72.0,68.0,55.0,62.0,57.0,63.0,52.0,60,62.0,38.0
244567,22.0,39.0,11.0,11.0,12.0,5.0,54.0,60,6.0,24.0
182359,38.0,53.0,10.0,14.0,12.0,15.0,62.0,60,17.0,31.0
240472,59.0,63.0,44.0,34.0,42.0,21.0,67.0,60,29.0,38.0
245848,66.0,49.0,36.0,34.0,29.0,25.0,74.0,60,44.0,62.0
202841,76.0,63.0,52.0,57.0,55.0,37.0,59.0,60,62.0,73.0
205145,69.0,61.0,62.0,47.0,63.0,42.0,33.0,60,55.0,71.0
238937,55.0,55.0,54.0,45.0,49.0,25.0,57.0,60,34.0,76.0
219482,32.0,40.0,22.0,14.0,16.0,18.0,58.0,60,5.0,24.0
246106,62.0,61.0,60.0,58.0,65.0,27.0,60.0,60,56.0,64.0
238683,75.0,66.0,58.0,60.0,62.0,28.0,75.0,60,38.0,73.0
245339,72.0,58.0,47.0,30.0,34.0,27.0,65.0,60,30.0,64.0
226140,48.0,65.0,61.0,54.0,60.0,60.0,62.0,60,60.0,73.0
233052,70.0,67.0,58.0,56.0,64.0,57.0,35.0,60,56.0,59.0
241244,74.0,72.0,57.0,60.0,60.0,42.0,35.0,60,42.0,68.0
242012,75.0,51.0,49.0,25.0,53.0,62.0,70.0,60,61.0,56.0
224093,78.0,71.0,57.0,61.0,53.0,37.0,62.0,60,49.0,78.0
224349,41.0,53.0,26.0,12.0,16.0,13.0,67.0,60,6.0,21.0
229725,77.0,80.0,59.0,57.0,61.0,55.0,76.0,60,53.0,68.0
232541,75.0,72.0,57.0,41.0,60.0,48.0,57.0,60,59.0,78.0
239965,62.0,49.0,59.0,31.0,62.0,62.0,56.0,60,62.0,52.0
231262,29.0,47.0,10.0,14.0,14.0,7.0,63.0,60,7.0,42.0
241502,79.0,57.0,52.0,34.0,57.0,62.0,71.0,60,59.0,46.0
242014,68.0,56.0,51.0,59.0,57.0,66.0,68.0,60,63.0,64.0
245598,66.0,64.0,60.0,55.0,61.0,36.0,64.0,60,33.0,55.0
244576,62.0,57.0,36.0,34.0,38.0,27.0,73.0,60,30.0,63.0
245856,67.0,75.0,60.0,24.0,63.0,64.0,62.0,60,57.0,52.0
210785,49.0,38.0,24.0,15.0,14.0,14.0,56.0,60,18.0,32.0
215649,55.0,74.0,59.0,60.0,56.0,55.0,44.0,60,52.0,84.0
240481,53.0,76.0,54.0,38.0,49.0,28.0,54.0,60,43.0,61.0
245601,29.0,29.0,15.0,14.0,10.0,6.0,58.0,60,8.0,20.0
231266,60.0,86.0,60.0,59.0,60.0,54.0,58.0,60,50.0,60.0
244066,36.0,39.0,17.0,13.0,12.0,9.0,67.0,60,10.0,29.0
186722,72.0,76.0,58.0,56.0,59.0,54.0,68.0,60,57.0,67.0
208995,72.0,75.0,65.0,53.0,55.0,41.0,76.0,60,55.0,75.0
239972,36.0,52.0,28.0,21.0,25.0,15.0,62.0,60,15.0,55.0
183140,59.0,51.0,23.0,12.0,11.0,12.0,52.0,60,11.0,28.0
227941,48.0,57.0,24.0,11.0,13.0,17.0,57.0,60,18.0,45.0
